"listpathway","Match"
"Glycine","Pyruvic acid; Pyruvic acid; Glycine; Glycine; L-Aspartic acid; L-Aspartic acid; L-Serine; L-Serine; L-Tryptophan; L-Tryptophan; L-Cysteine; L-Cysteine; L-Threonine; L-Threonine; Sarcosine; Sarcosine; D-2,3-Dihydroxypropanoic acid; Glyceric acid; Glyceric acid; D-2,3-Dihydroxypropanoic acid; L-Homoserine; L-Homoserine; 5-Aminolevulinic acid; 5-Aminolevulinic acid; L-Aspartate-semialdehyde; L-Aspartate-semialdehyde; Pyruvaldehyde; Pyruvaldehyde; Betaine; Betaine; D-Serine; D-Serine; Phosphoserine; DL-O-Phosphoserine; Phosphoserine; DL-O-Phosphoserine; Dimethylglycine; Dimethylglycine; L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoic acid; L-Allothreonine; L-Allothreonine; 4-Acetamido-2-aminobutanoic acid; 4-Acetamido-2-aminobutanoic acid"
"Glycolysis / Gluconeogenesis","Pyruvic acid; Pyruvic acid; Acetic acid; Acetic acid; L-Lactic acid; L-Lactic acid; D-Glucose; Beta-D-Glucose; Beta-D-Glucose; D-Glucose; Alpha-D-Glucose; Alpha-D-Glucose; Salicin; Salicin; S-Acetyldihydrolipoamide-E; S-Acetyldihydrolipoamide-E"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Adenosine 3',5'-diphosphate; Adenosine 3',5'-diphosphate"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","Acetic acid; Acetic acid; Adenosine 3',5'-diphosphate; Adenosine 3',5'-diphosphate"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z)); PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0); PE(O-16:1(1Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z)); PE(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)); PE(18:3(9Z,12Z,15Z)/P-18:1(11Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z)); PE(18:1(9Z)/18:2(9Z,12Z)); PE(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)); PE(18:3(6Z,9Z,12Z)/P-18:1(9Z)); PE(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-16:0); PE(14:1(9Z)/20:1(11Z)); PE(18:1(11Z)/20:1(11Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-16:0); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:0); PE(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)); PE(18:1(11Z)/22:4(7Z,10Z,13Z,16Z)); PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)); PE(20:3(5Z,8Z,11Z)/16:1(9Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0); PE(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)); PE(18:2(9Z,12Z)/20:2(11Z,14Z)); PE(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)); PE(16:0/18:1(11Z)); PE(18:4(6Z,9Z,12Z,15Z)/20:0); PE(14:1(9Z)/22:2(13Z,16Z)); PE(18:1(11Z)/18:1(9Z)); PE(20:3(8Z,11Z,14Z)/16:0); PE(16:1(9Z)/20:3(8Z,11Z,14Z)); PE(20:1(11Z)/16:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(11Z)); PE(22:2(13Z,16Z)/14:1(9Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z)); PE(18:0/18:3(9Z,12Z,15Z)); PE(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)); PE(20:3(8Z,11Z,14Z)/P-18:1(11Z)); PE(14:1(9Z)/20:0); PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z)); PE(18:1(9Z)/18:1(11Z)); PE(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)); PE(18:3(6Z,9Z,12Z)/18:1(9Z)); PE(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)); PE(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)); PE(16:0/20:3(5Z,8Z,11Z)); PE(18:2(9Z,12Z)/18:2(9Z,12Z)); PE(18:1(9Z)/20:3(8Z,11Z,14Z)); PE(18:0/20:4(5Z,8Z,11Z,14Z)); PE(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)); PE(18:1(9Z)/18:1(9Z)); PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z)); PE(20:2(11Z,14Z)/14:0); PE(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)); PE(18:0/20:2(11Z,14Z)); PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)); PE(14:0/20:2(11Z,14Z)); PE(18:3(9Z,12Z,15Z)/18:1(9Z)); PE(18:0/22:5(7Z,10Z,13Z,16Z,19Z)); PE(18:1(11Z)/20:3(5Z,8Z,11Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0); PE(20:2(11Z,14Z)/16:0); PE(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)); PE(18:3(9Z,12Z,15Z)/18:1(9Z)); PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-18:0); PE(18:2(9Z,12Z)/18:2(9Z,12Z)); PE(18:3(9Z,12Z,15Z)/20:1(11Z)); PE(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)); PE(14:0/20:2(11Z,14Z)); PE(18:4(6Z,9Z,12Z,15Z)/P-16:0); PE(16:0/20:3(5Z,8Z,11Z)); PE(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)); PE(18:1(11Z)/20:3(8Z,11Z,14Z)); PE(22:2(13Z,16Z)/14:1(9Z)); PE(18:4(6Z,9Z,12Z,15Z)/P-18:0); PE(20:0/14:1(9Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0); PE(20:3(5Z,8Z,11Z)/16:1(9Z)); PE(20:3(8Z,11Z,14Z)/16:1(9Z)); PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-16:0); PE(16:1(9Z)/20:3(8Z,11Z,14Z)); PE(18:4(6Z,9Z,12Z,15Z)/18:0); PE(20:3(5Z,8Z,11Z)/16:0); PE(18:3(9Z,12Z,15Z)/18:1(11Z)); PE(16:0/22:4(7Z,10Z,13Z,16Z)); PE(15:0/22:2(13Z,16Z)); PE(18:1(9Z)/P-18:1(11Z)); PE(18:3(6Z,9Z,12Z)/18:1(9Z)); PE(18:2(9Z,12Z)/18:1(11Z)); PE(18:2(9Z,12Z)/18:1(11Z)); PE(18:1(9Z)/18:2(9Z,12Z)); PE(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(9Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0); PE(20:3(5Z,8Z,11Z)/16:0); PE(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)); PE(20:3(8Z,11Z,14Z)/P-18:1(9Z)); PE(18:1(11Z)/P-18:1(9Z)); PE(20:4(5Z,8Z,11Z,14Z)/16:0); PE(18:0/18:3(6Z,9Z,12Z)); PE(18:3(9Z,12Z,15Z)/18:1(11Z)); PE(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)); PE(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)); PE(18:1(9Z)/20:3(5Z,8Z,11Z)); PE(18:4(6Z,9Z,12Z,15Z)/18:0); PE(20:2(11Z,14Z)/20:3(5Z,8Z,11Z)); PE(18:1(11Z)/18:1(9Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)); PE(18:2(9Z,12Z)/18:0); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0); PE(16:1(9Z)/20:3(5Z,8Z,11Z)); PE(20:3(8Z,11Z,14Z)/18:1(11Z)); PE(18:1(9Z)/18:3(9Z,12Z,15Z)); PE(22:2(13Z,16Z)/14:0); PE(16:1(9Z)/18:1(11Z)); PE(14:1(9Z)/22:1(13Z)); PE(14:0/22:2(13Z,16Z)); PE(16:0/22:2(13Z,16Z)); PE(16:1(9Z)/22:1(13Z)); PE(18:3(6Z,9Z,12Z)/18:1(11Z)); PE(18:0/18:2(9Z,12Z)); PE(18:0/20:4(5Z,8Z,11Z,14Z)); PE(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)); PE(20:3(8Z,11Z,14Z)/16:0); PE(20:3(5Z,8Z,11Z)/20:2(11Z,14Z)); PE(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z)); PE(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PE(18:1(9Z)/16:1(9Z)); PE(18:1(11Z)/18:2(9Z,12Z)); PE(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)); PE(16:0/20:4(5Z,8Z,11Z,14Z)); PE(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)); PE(18:2(9Z,12Z)/18:1(9Z)); PE(18:3(9Z,12Z,15Z)/18:0); PE(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z)); PE(18:1(9Z)/18:3(6Z,9Z,12Z)); PE(18:3(9Z,12Z,15Z)/P-18:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)); PE(18:1(9Z)/16:0); PE(20:0/14:1(9Z)); PE(14:0/22:2(13Z,16Z)); PE(18:1(9Z)/20:3(8Z,11Z,14Z)); PE(16:1(9Z)/20:1(11Z)); PE(20:1(11Z)/20:4(8Z,11Z,14Z,17Z)); PE(18:1(9Z)/18:1(11Z)); PE(20:4(5Z,8Z,11Z,14Z)/16:0); PE(20:0/18:4(6Z,9Z,12Z,15Z)); PE(16:0/20:4(8Z,11Z,14Z,17Z)); PE(18:0/18:4(6Z,9Z,12Z,15Z)); PE(18:1(11Z)/P-18:1(11Z)); PE(18:1(9Z)/16:0); PE(16:0/18:2(9Z,12Z)); PE(18:1(11Z)/18:3(9Z,12Z,15Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:0); PE(14:1(9Z)/24:1(15Z)); PE(22:4(7Z,10Z,13Z,16Z)/16:0); PE(16:0/22:4(7Z,10Z,13Z,16Z)); PE(20:3(5Z,8Z,11Z)/P-18:1(11Z)); PE(20:3(5Z,8Z,11Z)/P-18:1(9Z)); PE(18:1(11Z)/18:1(11Z)); PE(18:2(9Z,12Z)/18:0); PE(16:0/18:1(9Z)); PE(16:1(9Z)/18:0); PE(18:3(6Z,9Z,12Z)/P-18:1(11Z)); PE(20:3(8Z,11Z,14Z)/18:1(11Z)); PE(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)); PE(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)); PE(14:0/22:4(7Z,10Z,13Z,16Z)); PE(18:3(6Z,9Z,12Z)/P-18:1(11Z)); PE(18:3(6Z,9Z,12Z)/P-18:1(9Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0); PE(O-16:1(1Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PE(20:2(11Z,14Z)/16:1(9Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)); PE(18:4(6Z,9Z,12Z,15Z)/P-16:0); PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z)); PE(18:1(9Z)/20:3(5Z,8Z,11Z)); PE(18:3(6Z,9Z,12Z)/18:1(11Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)); PE(20:3(8Z,11Z,14Z)/18:1(9Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z)); PE(14:1(9Z)/24:1(15Z)); PE(18:0/18:2(9Z,12Z)); PE(18:3(6Z,9Z,12Z)/20:1(11Z)); PE(20:1(11Z)/14:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/16:0); PE(14:1(9Z)/22:2(13Z,16Z)); PE(20:3(8Z,11Z,14Z)/P-18:1(11Z)); PE(20:1(11Z)/18:1(11Z)); PE(20:3(5Z,8Z,11Z)/18:1(11Z)); PE(22:4(7Z,10Z,13Z,16Z)/P-16:0); PE(18:1(11Z)/18:2(9Z,12Z)); PE(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PE(18:1(11Z)/22:4(7Z,10Z,13Z,16Z)); PE(24:1(15Z)/14:1(9Z)); PE(18:1(9Z)/18:3(6Z,9Z,12Z)); PE(14:0/20:1(11Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:0); PE(18:3(6Z,9Z,12Z)/18:0); PE(20:1(11Z)/20:4(8Z,11Z,14Z,17Z)); PE(20:2(11Z,14Z)/20:3(5Z,8Z,11Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-18:0); PE(22:4(7Z,10Z,13Z,16Z)/P-16:0); PE(20:3(8Z,11Z,14Z)/16:1(9Z)); PE(18:1(11Z)/16:0); PE(16:1(9Z)/20:2(11Z,14Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:0); PE(22:2(13Z,16Z)/15:0); PE(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)); PE(22:2(13Z,16Z)/16:0); PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PE(20:1(11Z)/18:3(9Z,12Z,15Z)); PE(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)); PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); PE(18:1(11Z)/18:3(9Z,12Z,15Z)); PE(20:3(5Z,8Z,11Z)/18:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-16:0); PE(20:4(5Z,8Z,11Z,14Z)/P-16:0); PE(20:2(11Z,14Z)/18:2(9Z,12Z)); PE(18:4(6Z,9Z,12Z,15Z)/P-18:0); PE(16:0/20:2(11Z,14Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0); PE(18:1(11Z)/20:3(8Z,11Z,14Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z)); PE(18:2(9Z,12Z)/16:0); PE(20:3(5Z,8Z,11Z)/20:2(11Z,14Z)); PE(14:1(9Z)/20:1(11Z)); PE(16:0/20:3(8Z,11Z,14Z)); PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z)); PE(22:4(7Z,10Z,13Z,16Z)/18:1(11Z)); PE(20:0/18:2(9Z,12Z)); PE(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)); PE(22:1(13Z)/14:1(9Z)); PE(20:3(5Z,8Z,11Z)/18:1(9Z)); PE(14:1(9Z)/22:1(13Z)); PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PE(18:1(9Z)/18:3(9Z,12Z,15Z)); PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)); PE(18:3(9Z,12Z,15Z)/18:0); PE(20:2(11Z,14Z)/14:0); PE(18:0/20:4(8Z,11Z,14Z,17Z)); PE(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)); PE(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)); PE(16:0/20:3(8Z,11Z,14Z)); PE(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)); PE(22:1(13Z)/14:1(9Z)); PE(20:1(11Z)/18:1(11Z)); PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PE(20:1(11Z)/14:0); PE(14:1(9Z)/20:0); PE(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:0); PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:0); PE(18:0/22:5(4Z,7Z,10Z,13Z,16Z)); PE(18:3(6Z,9Z,12Z)/18:0); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z)); PE(18:0/16:1(9Z)); PE(18:1(11Z)/16:0); PE(18:3(9Z,12Z,15Z)/P-18:1(9Z)); PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PE(20:1(11Z)/14:0); PE(18:1(11Z)/18:3(6Z,9Z,12Z)); PE(22:4(7Z,10Z,13Z,16Z)/16:0); PE(18:1(11Z)/16:1(9Z)); PE(18:1(9Z)/P-18:1(11Z)); PE(18:2(9Z,12Z)/20:2(11Z,14Z)); PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)); PE(20:3(5Z,8Z,11Z)/P-18:1(11Z)); PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z)); PE(20:3(8Z,11Z,14Z)/P-18:1(9Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0); PE(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)); PE(22:2(13Z,16Z)/15:0); PE(20:2(11Z,14Z)/18:0); PE(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)); PE(20:4(5Z,8Z,11Z,14Z)/18:0); PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:0); PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z)); PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)); PE(20:2(11Z,14Z)/16:1(9Z)); PE(18:1(9Z)/18:1(9Z)); PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-16:0); PE(18:0/16:1(9Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)); PE(20:3(8Z,11Z,14Z)/18:1(9Z)); PE(18:0/18:3(9Z,12Z,15Z)); PE(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z)); PE(16:0/18:1(11Z)); PE(20:1(11Z)/18:3(6Z,9Z,12Z)); PE(16:0/18:1(9Z)); PE(16:1(9Z)/18:0); PE(18:1(11Z)/18:3(6Z,9Z,12Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z)); PE(18:0/18:4(6Z,9Z,12Z,15Z)); PE(18:3(9Z,12Z,15Z)/P-18:1(11Z)); PE(20:0/18:2(9Z,12Z)); PE(20:3(8Z,11Z,14Z)/20:2(11Z,14Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/dm18:0); PE(18:0/22:5(4Z,7Z,10Z,13Z,16Z)); PE(20:4(8Z,11Z,14Z,17Z)/18:0); PE(18:0/20:4(8Z,11Z,14Z,17Z)); PE(18:1(11Z)/20:3(5Z,8Z,11Z)); PE(18:1(11Z)/18:1(11Z)); PE(18:0/20:2(11Z,14Z)); PE(22:4(7Z,10Z,13Z,16Z)/14:0); PE(16:0/18:2(9Z,12Z)); PE(18:2(9Z,12Z)/20:0); PE(18:1(9Z)/20:1(11Z)); PE(16:1(9Z)/20:2(11Z,14Z)); PE(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)); PE(18:1(9Z)/20:1(11Z)); PE(18:2(9Z,12Z)/20:0); PE(22:1(13Z)/16:1(9Z)); PE(22:2(13Z,16Z)/16:0); PE(20:4(8Z,11Z,14Z,17Z)/18:0); PE(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)); PE(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)); PE(20:0/20:5(5Z,8Z,11Z,14Z,17Z)); PE(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:0); PE(20:3(8Z,11Z,14Z)/20:2(11Z,14Z)); PE(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)); PE(18:2(9Z,12Z)/P-18:0); PE(20:3(5Z,8Z,11Z)/18:1(11Z)); PE(22:4(7Z,10Z,13Z,16Z)/14:0); PE(15:0/22:2(13Z,16Z)); PE(22:1(13Z)/16:1(9Z)); PE(16:0/20:4(8Z,11Z,14Z,17Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z)); PE(16:1(9Z)/20:3(5Z,8Z,11Z)); PE(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)); PE(16:0/20:4(5Z,8Z,11Z,14Z)); PE(20:1(11Z)/18:1(9Z)); PE(20:2(11Z,14Z)/P-16:0); PE(20:1(11Z)/18:3(9Z,12Z,15Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0); PE(20:2(11Z,14Z)/18:2(9Z,12Z)); PE(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)); PE(22:2(13Z,16Z)/14:0); PE(16:1(9Z)/18:1(9Z)); PE(18:1(11Z)/P-18:1(9Z)); PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(11Z)); PE(18:1(9Z)/16:1(9Z)); PE(18:1(11Z)/P-18:1(11Z)); PE(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)); PE(20:3(5Z,8Z,11Z)/P-18:1(9Z)); PE(14:0/18:0); PE(14:0/22:4(7Z,10Z,13Z,16Z)); PE(20:2(11Z,14Z)/P-16:0); PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0); PE(18:0/18:3(6Z,9Z,12Z)); PE(20:4(8Z,11Z,14Z,17Z)/16:0); PE(16:0/20:2(11Z,14Z)); PE(18:2(9Z,12Z)/16:0); PE(22:4(7Z,10Z,13Z,16Z)/18:1(9Z)); PE(16:1(9Z)/20:1(11Z)); PE(18:2(9Z,12Z)/18:1(9Z)); PE(20:0/20:5(5Z,8Z,11Z,14Z,17Z)); PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)); PE(18:3(9Z,12Z,15Z)/20:1(11Z)); PE(16:0/16:0); PE(16:0/16:0); PE(18:2(9Z,12Z)/P-18:0); PE(18:1(11Z)/20:1(11Z)); PE(18:0/22:5(7Z,10Z,13Z,16Z,19Z)); PE(20:1(11Z)/18:1(9Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(9Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)); PE(22:4(7Z,10Z,13Z,16Z)/18:1(11Z)); PE(20:1(11Z)/14:1(9Z)); PE(18:0/14:0); PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:0); PE(14:0/20:1(11Z)); PE(16:1(9Z)/18:1(9Z)); PE(18:0/14:0); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0); PE(20:2(11Z,14Z)/16:0); PE(16:1(9Z)/22:1(13Z)); PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z)); PE(22:4(7Z,10Z,13Z,16Z)/18:1(9Z)); PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z)); PE(18:3(6Z,9Z,12Z)/20:1(11Z)); PE(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)); PE(18:1(11Z)/16:1(9Z)); PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:0); PE(24:1(15Z)/14:1(9Z)); PE(20:0/18:4(6Z,9Z,12Z,15Z)); PE(16:0/22:2(13Z,16Z)); PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0); PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)); PE(20:4(5Z,8Z,11Z,14Z)/18:0); PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)); PE(18:4(6Z,9Z,12Z,15Z)/20:0); PE(14:0/18:0); PE(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)); PE(18:1(9Z)/P-18:1(9Z)); PE(20:1(11Z)/16:1(9Z)); PE(20:1(11Z)/18:3(6Z,9Z,12Z)); PE(20:2(11Z,14Z)/18:0); PE(18:1(9Z)/P-18:1(9Z)); PE(16:1(9Z)/18:1(11Z))"
"Glyoxylate and dicarboxylate metabolism","Pyruvic acid; Pyruvic acid; L-Glutamic acid; L-Glutamic acid; Oxoglutaric acid; Oxoglutaric acid; Acetic acid; Acetic acid; Glycine; Glycine; Succinic acid; Succinic acid; L-Glutamine; L-Glutamine; L-Serine; L-Serine; L-Malic acid; L-Malic acid; Citric acid; Citric acid; D-2,3-Dihydroxypropanoic acid; Glyceric acid; Glyceric acid; D-2,3-Dihydroxypropanoic acid; Glycolaldehyde; Glycolaldehyde; Isocitric acid; Isocitric acid; 4-Hydroxy-2-oxoglutaric acid; 4-Hydroxy-2-oxoglutaric acid; Mesaconic acid; Mesaconic acid"
"GnRH secretion","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Gamma-Aminobutyric acid; Gamma-Aminobutyric acid; Testosterone; Testosterone; Epitestosterone; Epitestosterone"
"GnRH signaling pathway","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Arachidonic acid; Arachidonate; Arachidonate; Arachidonic acid; PA(0:0/18:0); LysoPA(0:0/18:0); PA(16:0/18:2(9Z,12Z)); LysoPA(18:1(9Z)/0:0); PA(18:1(11Z)/18:1(9Z)); LysoPA(18:0/0:0); LysoPA(0:0/18:1(9Z)); LysoPA(0:0/18:2(9Z,12Z)); PA(0:0/18:2(9Z,12Z)); PA(18:1(9Z)/18:1(9Z)); LysoPA(18:0/0:0); PA(18:0/18:2(9Z,12Z)); PA(18:1(9Z)/18:1(11Z)); LysoPA(0:0/16:0); PA(18:1(9Z)/18:1(11Z)); LysoPA(18:2(9Z,12Z)/0:0); LysoPA(18:2(9Z,12Z)/0:0); PA(18:1(9Z)/18:1(9Z)); LysoPA(0:0/18:1(9Z)); PA(18:1(11Z)/18:1(11Z)); PA(18:1(11Z)/18:1(9Z)); PA(16:0/18:2(9Z,12Z)); PA(0:0/16:0); PA(18:0/18:2(9Z,12Z)); PA(18:1(11Z)/18:1(11Z)); Cyclic AMP; Cyclic AMP"
"Growth hormone synthesis","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); Cyclic AMP; Cyclic AMP"
"Hedgehog signaling pathway","Cyclic AMP; Cyclic AMP"
"Hepatocellular carcinoma","DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0); DG(16:1(9Z)/16:1(9Z)/0:0); DG(16:1(9Z)/18:2(9Z,12Z)/0:0)"
