"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"CHEBI:69685","NA","NA","NA","NA","NA","0"
"C04655","NA","NA","NA","NA","NA","0"
"HMDB0029784","Unshuoside A","HMDB0029784","131750905",NA,"CC(C)=CCCC(O)(COC1OC(CO)C(O)C(O)C1O)C=C","1"
"HMDB0033019","7-Hydroxyterpineol 8-glucoside","HMDB0033019","85197858",NA,"CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC(CO)=CC1","1"
"HMDB0033110","(1S,2S,4R)-1,8-Epoxy-p-menthan-2-ol glucoside","HMDB0033110","73815050",NA,"CC1(C)OC2(C)CCC1CC2OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0033215","1,8-Epoxy-p-menthan-4-ol glucoside","HMDB0033215","85266295",NA,"CC1(C)OC2(C)CCC1(CC2)OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0033220","(1R,2R,4S,6R)-2,6-Fenchanediol 2-O-b-D-glucoside","HMDB0033220","85266294",NA,"CC1(C)C2CC(O)C(C)(C2)C1OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0033221","(1R,2S,4R,5S)-2,5-Fenchanediol 2-O-b-D-glucoside","HMDB0033221","85232976",NA,"CC1(C)C2CC(C)(CC2O)C1OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0033644","(1S,2S,4S,5S)-2,4-Thujanediol 4-O-beta-D-Glucopyranoside","HMDB0033644","85232975",NA,"CC(C)C12CC1C(C)(CC2O)OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0034772","(1R,3S,4S)-1,8-Epoxy-p-menthan-3-ol glucoside","HMDB0034772","73815049",NA,"CC1(C)OC2(C)CCC1C(C2)OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0035025","6Z-8-Hydroxygeraniol 8-O-glucoside","HMDB0035025","131751650",NA,"C\C(CO)=C\CC\C(C)=C\COC1OC(CO)C(O)C(O)C1O","1"
"HMDB0035634","Betulalbuside A","HMDB0035634","14484635",NA,"C\C(COC1OC(CO)C(O)C(O)C1O)=C/CCC(C)(O)C=C","1"
"HMDB0038747","(2E,4E,7R)-2,7-Dimethyl-2,4-octadiene-1,8-diol 8-O-b-D-glucopyranoside","HMDB0038747","131752449",NA,"CC(COC1OC(CO)C(O)C(O)C1O)C\C=C/C=C(/C)CO","1"
"HMDB0038980","(4R,6S)-p-Menth-1-ene-4,6-diol 4-glucoside","HMDB0038980","73075307",NA,"CC(C)C1(CC=C(C)C(O)C1)OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0038981","(S)-p-Menth-1-ene-4,7-diol 4-glucoside","HMDB0038981","76401267",NA,"CC(C)C1(CCC(CO)=CC1)OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0039055","(1S,2R,4R)-p-Menth-8-ene-2,10-diol 2-glucoside","HMDB0039055","85370697",NA,"CC1CCC(CC1OC1OC(CO)C(O)C(O)C1O)C(=C)CO","1"
"HMDB0060012","Neomenthol-glucuronide","HMDB0060012","183838",NA,"CC(C)C1CCC(C)CC1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"CHEBI:15608","NA","NA","NA","NA","NA","0"
"CHEBI:89610","NA","NA","NA","NA","NA","0"
"C19621","NA","NA","NA","NA","NA","0"
"HMDB0030935","9,10,13-Trihydroxystearic acid","HMDB0030935","45359277",NA,"CCCCCC(O)CCC(O)C(O)CCCCCCCC(O)=O","1"
"HMDB0034295","Floionolic acid","HMDB0034295","5282938","C19621","OCCCCCCCCC(O)C(O)CCCCCCCC(O)=O","1"
"C02165","NA","NA","NA","NA","NA","0"
"C06088","NA","NA","NA","NA","NA","0"
"C09205","NA","NA","NA","NA","NA","0"
"C14772","NA","NA","NA","NA","NA","0"
"C14773","NA","NA","NA","NA","NA","0"
"C14774","NA","NA","NA","NA","NA","0"
"C14775","NA","NA","NA","NA","NA","0"
"HMDB0002265","14,15-DiHETrE","HMDB0002265","5283147","C14775","CCCCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0002311","8,9-DiHETrE","HMDB0002311","5283144","C14773","CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O","1"
"HMDB0002314","11,12-DiHETrE","HMDB0002314","5283146","C14774","CCCCC\C=C/CC(O)C(O)C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0002330","NA","NA","NA","NA","NA","0"
"HMDB0002342","NA","NA","NA","NA","NA","0"
"HMDB0002343","5,6-DHET","HMDB0002343","5283142","C14772","CCCCC\C=C/C\C=C/C\C=C/CC(O)C(O)CCCC(O)=O","1"
"HMDB0002351","NA","NA","NA","NA","NA","0"
"HMDB0002995","12-Keto-tetrahydro-leukotriene B4","HMDB0002995","5283122","C02165","CCCCCCCCC(=O)CC\C=C\C=C/[C@@H](O)CCCC(O)=O","1"
"HMDB0004675","NA","NA","NA","NA","NA","0"
"HMDB0004676","NA","NA","NA","NA","NA","0"
"HMDB0011139","NA","NA","NA","NA","NA","0"
"HMDB0012504","10,11-dihydro-leukotriene B4","HMDB0012504","53481449",NA,"CCCCC\C=C/C[C@H](O)CC\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"HMDB0012838","6,7-dihydro-12-epi-LTB4","HMDB0012838","53481527",NA,"CCCCC\C=C/C[C@@H](O)\C=C\C=C\CC[C@H](O)CCCC(O)=O","1"
"HMDB0035379","Sterebin E","HMDB0035379","131751729",NA,"C\C(=C\CO)\C=C\C1C(C)(O)C(O)C(O)C2C(C)(C)CCCC12C","1"
"HMDB0060106","15-Hydroperoxyeicosa-8Z,11Z,13E-trienoate","HMDB0060106","131769824",NA,"CCCCCC(OO)\C=C\C=C/C\C=C/CCCCCCC(O)=O","1"
"CHEBI:15647","NA","NA","NA","NA","NA","0"
"CHEBI:2766","NA","NA","NA","NA","NA","0"
"CHEBI:63966","NA","NA","NA","NA","NA","0"
"CHEBI:63969","NA","NA","NA","NA","NA","0"
"CHEBI:63970","NA","NA","NA","NA","NA","0"
"CHEBI:63974","NA","NA","NA","NA","NA","0"
"CHEBI:65463","NA","NA","NA","NA","NA","0"
"CHEBI:65789","NA","NA","NA","NA","NA","0"
"CHEBI:78859","NA","NA","NA","NA","NA","0"
"CHEBI:78860","NA","NA","NA","NA","NA","0"
"CHEBI:84174","NA","NA","NA","NA","NA","0"
"CHEBI:85477","NA","NA","NA","NA","NA","0"
"C08568","NA","NA","NA","NA","NA","0"
"HMDB0029840","Vulgaxanthin I","HMDB0029840","22524619","C08568","NC(=O)CCC(\N=C\C=C1\CC(NC(=C1)C(O)=O)C(O)=O)C(O)=O","1"
"C07628","NA","NA","NA","NA","NA","0"
"C15186","NA","NA","NA","NA","NA","0"
"HMDB0033786","Plastoquinone 3","HMDB0033786","131751487",NA,"CC(C)=CCC\C(C)=C\CC\C(C)=C/CC1=CC(=O)C(C)=C(C)C1=O","1"
"HMDB0039762","1,1'-[1,11-Undecanediylbis(oxy)]bisbenzene","HMDB0039762","71343858",NA,"C(CCCCCOC1=CC=CC=C1)CCCCCOC1=CC=CC=C1","1"
"C00089","NA","NA","NA","NA","NA","0"
"C00185","NA","NA","NA","NA","NA","0"
"C00208","NA","NA","NA","NA","NA","0"
"C00243","NA","NA","NA","NA","NA","0"
"C00252","NA","NA","NA","NA","NA","0"
"C00760","NA","NA","NA","NA","NA","0"
"C00897","NA","NA","NA","NA","NA","0"
"C01083","NA","NA","NA","NA","NA","0"
"C01235","NA","NA","NA","NA","NA","0"
"C01518","NA","NA","NA","NA","NA","0"
"C01711","NA","NA","NA","NA","NA","0"
"C01725","NA","NA","NA","NA","NA","0"
"C01728","NA","NA","NA","NA","NA","0"
"C01742","NA","NA","NA","NA","NA","0"
"C01970","NA","NA","NA","NA","NA","0"
"C01971","NA","NA","NA","NA","NA","0"
"C02048","NA","NA","NA","NA","NA","0"
"C02964","NA","NA","NA","NA","NA","0"
"C03323","NA","NA","NA","NA","NA","0"
"C03857","NA","NA","NA","NA","NA","0"
"C04147","NA","NA","NA","NA","NA","0"
"C04219","NA","NA","NA","NA","NA","0"
"C05400","NA","NA","NA","NA","NA","0"
"C05402","NA","NA","NA","NA","NA","0"
"C06421","NA","NA","NA","NA","NA","0"
"C06422","NA","NA","NA","NA","NA","0"
"C07064","NA","NA","NA","NA","NA","0"
"C08240","NA","NA","NA","NA","NA","0"
"C08250","NA","NA","NA","NA","NA","0"
"C15548","NA","NA","NA","NA","NA","0"
"C18068","NA","NA","NA","NA","NA","0"
"C19632","NA","NA","NA","NA","NA","0"
"C19633","NA","NA","NA","NA","NA","0"
"C19634","NA","NA","NA","NA","NA","0"
"C19636","NA","NA","NA","NA","NA","0"
"C19773","NA","NA","NA","NA","NA","0"
"C20236","NA","NA","NA","NA","NA","0"
"HMDB0000048","Melibiose","HMDB0000048","6602503","C05402","OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB0000055","Cellobiose","HMDB0000055","10712","C00185","OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0000163","D-Maltose","HMDB0000163","10991489","C00208","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0000186","Alpha-Lactose","HMDB0000186","84571","C00243","OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB0000258","Sucrose","HMDB0000258","5988","C00089","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","1"
"HMDB0000740","Lactulose","HMDB0000740","11333","C07064","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O","1"
"HMDB0000975","Trehalose","HMDB0000975","7427","C01083","OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0002923","Isomaltose","HMDB0002923","10357","C00252","OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0005761","NA","NA","NA","NA","NA","0"
"HMDB0005826","Galactinol","HMDB0005826","381832774","C01235","[H][C@]1(O[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O","1"
"HMDB0006603","3-b-Galactopyranosyl glucose","HMDB0006603","53477867",NA,"[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([C@@H](O)C=O)[C@H](O)[C@H](O)CO","1"
"HMDB0006792","Epimelibiose","HMDB0006792","11724912","C05400","OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB0011740","Turanose","HMDB0011740","5460935","C19636","OC[C@@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)CO","1"
"HMDB0011742","Kojibiose","HMDB0011742","164939","C19632","OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C=O","1"
"HMDB0014719","NA","NA","NA","NA","NA","0"
"HMDB0029880","Neotrehalose","HMDB0029880","10871590","C01083","[H][C@@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB0029882","Sakebiose","HMDB0029882","97050062","C01518","OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)O[C@H](CO)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0029898","Inulobiose","HMDB0029898","439552","C03323","OC[C@H]1O[C@](O)(CO[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O","1"
"HMDB0029902","Galabiose","HMDB0029902","5288350","C00760  ","[H][C@]1(O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O","1"
"HMDB0029919","Maltulose","HMDB0029919","22315804",NA,"OCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(=O)CO","1"
"HMDB0029933","Mannobiose","HMDB0029933","448165",NA,"OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0033368","DEAE-cellulose","HMDB0033368","16211032",NA,"OCC1O[C@@H](O[C@H]2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O","1"
"HMDB0037138","Maltodextrin","HMDB0037138","439341","C01935","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0038489","Allolactose","HMDB0038489","67375559","C20931","OC[C@H]1O[C@@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB0039237","Glucinol","HMDB0039237",NA,NA,"CO[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0039727","NA","NA","NA","NA","NA","0"
"HMDB0039876","Fagopyritol A1","HMDB0039876","107148",NA,"OCC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O","1"
"HMDB0041627","beta-Lactose","HMDB0041627","6134","C01970","OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB0060068","Glucose-1,3-mannose oligosaccharide","HMDB0060068","440240","C04147","OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@H](O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0125600","NA","NA","NA","NA","NA","0"
"HMDB0133305","NA","NA","NA","NA","NA","0"
"CHEBI:1230","NA","NA","NA","NA","NA","0"
"CHEBI:16432","NA","NA","NA","NA","NA","0"
"CHEBI:16551","NA","NA","NA","NA","NA","0"
"CHEBI:16751","NA","NA","NA","NA","NA","0"
"CHEBI:17057","NA","NA","NA","NA","NA","0"
"CHEBI:17306","NA","NA","NA","NA","NA","0"
"CHEBI:17505","NA","NA","NA","NA","NA","0"
"CHEBI:17716","NA","NA","NA","NA","NA","0"
"CHEBI:17992","NA","NA","NA","NA","NA","0"
"CHEBI:18147","NA","NA","NA","NA","NA","0"
"CHEBI:18167","NA","NA","NA","NA","NA","0"
"CHEBI:18394","NA","NA","NA","NA","NA","0"
"CHEBI:18411","NA","NA","NA","NA","NA","0"
"CHEBI:25164","NA","NA","NA","NA","NA","0"
"CHEBI:27082","NA","NA","NA","NA","NA","0"
"CHEBI:27554","NA","NA","NA","NA","NA","0"
"CHEBI:28053","NA","NA","NA","NA","NA","0"
"CHEBI:28066","NA","NA","NA","NA","NA","0"
"CHEBI:28085","NA","NA","NA","NA","NA","0"
"CHEBI:28189","NA","NA","NA","NA","NA","0"
"CHEBI:28676","NA","NA","NA","NA","NA","0"
"CHEBI:32528","NA","NA","NA","NA","NA","0"
"CHEBI:33020","NA","NA","NA","NA","NA","0"
"CHEBI:36217","NA","NA","NA","NA","NA","0"
"CHEBI:36218","NA","NA","NA","NA","NA","0"
"CHEBI:36219","NA","NA","NA","NA","NA","0"
"CHEBI:36224","NA","NA","NA","NA","NA","0"
"CHEBI:36226","NA","NA","NA","NA","NA","0"
"CHEBI:36227","NA","NA","NA","NA","NA","0"
"CHEBI:36229","NA","NA","NA","NA","NA","0"
"CHEBI:36230","NA","NA","NA","NA","NA","0"
"CHEBI:36231","NA","NA","NA","NA","NA","0"
"CHEBI:39244","NA","NA","NA","NA","NA","0"
"CHEBI:39245","NA","NA","NA","NA","NA","0"
"CHEBI:41034","NA","NA","NA","NA","NA","0"
"CHEBI:4174","NA","NA","NA","NA","NA","0"
"CHEBI:43620","NA","NA","NA","NA","NA","0"
"CHEBI:47931","NA","NA","NA","NA","NA","0"
"CHEBI:47933","NA","NA","NA","NA","NA","0"
"CHEBI:47934","NA","NA","NA","NA","NA","0"
"CHEBI:47935","NA","NA","NA","NA","NA","0"
"CHEBI:47936","NA","NA","NA","NA","NA","0"
"CHEBI:47937","NA","NA","NA","NA","NA","0"
"CHEBI:47938","NA","NA","NA","NA","NA","0"
"CHEBI:47939","NA","NA","NA","NA","NA","0"
"CHEBI:47998","NA","NA","NA","NA","NA","0"
"CHEBI:47999","NA","NA","NA","NA","NA","0"
"CHEBI:4808","NA","NA","NA","NA","NA","0"
"CHEBI:51833","NA","NA","NA","NA","NA","0"
"CHEBI:52996","NA","NA","NA","NA","NA","0"
"CHEBI:52997","NA","NA","NA","NA","NA","0"
"CHEBI:53445","NA","NA","NA","NA","NA","0"
"CHEBI:53451","NA","NA","NA","NA","NA","0"
"CHEBI:53651","NA","NA","NA","NA","NA","0"
"CHEBI:546808","NA","NA","NA","NA","NA","0"
"CHEBI:59094","NA","NA","NA","NA","NA","0"
"CHEBI:59314","NA","NA","NA","NA","NA","0"
"CHEBI:59430","NA","NA","NA","NA","NA","0"
"CHEBI:59432","NA","NA","NA","NA","NA","0"
"CHEBI:59563","NA","NA","NA","NA","NA","0"
"CHEBI:59578","NA","NA","NA","NA","NA","0"
"CHEBI:59584","NA","NA","NA","NA","NA","0"
"CHEBI:60179","NA","NA","NA","NA","NA","0"
"CHEBI:60180","NA","NA","NA","NA","NA","0"
"CHEBI:60477","NA","NA","NA","NA","NA","0"
"CHEBI:60876","NA","NA","NA","NA","NA","0"
"CHEBI:61110","NA","NA","NA","NA","NA","0"
"CHEBI:61609","NA","NA","NA","NA","NA","0"
"CHEBI:61625","NA","NA","NA","NA","NA","0"
"CHEBI:61663","NA","NA","NA","NA","NA","0"
"CHEBI:61742","NA","NA","NA","NA","NA","0"
"CHEBI:61743","NA","NA","NA","NA","NA","0"
"CHEBI:61770","NA","NA","NA","NA","NA","0"
"CHEBI:61772","NA","NA","NA","NA","NA","0"
"CHEBI:61827","NA","NA","NA","NA","NA","0"
"CHEBI:62037","NA","NA","NA","NA","NA","0"
"CHEBI:62103","NA","NA","NA","NA","NA","0"
"CHEBI:62330","NA","NA","NA","NA","NA","0"
"CHEBI:62350","NA","NA","NA","NA","NA","0"
"CHEBI:62353","NA","NA","NA","NA","NA","0"
"CHEBI:62354","NA","NA","NA","NA","NA","0"
"CHEBI:62355","NA","NA","NA","NA","NA","0"
"CHEBI:62356","NA","NA","NA","NA","NA","0"
"CHEBI:62357","NA","NA","NA","NA","NA","0"
"CHEBI:6359","NA","NA","NA","NA","NA","0"
"CHEBI:64168","NA","NA","NA","NA","NA","0"
"CHEBI:64351","NA","NA","NA","NA","NA","0"
"CHEBI:64527","NA","NA","NA","NA","NA","0"
"CHEBI:68541","NA","NA","NA","NA","NA","0"
"CHEBI:71422","NA","NA","NA","NA","NA","0"
"CHEBI:71552","NA","NA","NA","NA","NA","0"
"CHEBI:7570","NA","NA","NA","NA","NA","0"
"CHEBI:77436","NA","NA","NA","NA","NA","0"
"CHEBI:79284","NA","NA","NA","NA","NA","0"
"CHEBI:79285","NA","NA","NA","NA","NA","0"
"CHEBI:79286","NA","NA","NA","NA","NA","0"
"CHEBI:87201","NA","NA","NA","NA","NA","0"
"C00761","NA","NA","NA","NA","NA","0"
"HMDB0013682","Coniferin","HMDB0013682","5280372","C00761","COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=CC(\C=C\CO)=C1","1"
"HMDB0030107","3-Hydroxy-3-(3,4-dihydroxy-4-methylpentanoyl)-5-(3-methylbutyl)-1,2,4-cyclopentanetrione","HMDB0030107",NA,NA,"CC(C)CC(=O)C1=C(O)C(O)(C(=O)CC(O)C(C)(C)O)C(=O)C1=O","1"
"HMDB0032767","Sphalleroside A","HMDB0032767","131751300",NA,"COC1=C(O)C=C(CC=C)C=C1OC1OC(CO)C(O)C(O)C1O","1"
"HMDB0036585","NA","NA","NA","NA","NA","0"
"HMDB0037552","4-Hydroxy-3-(2-hydroxyethyl)acetophenone 4-glucoside","HMDB0037552","73811122",NA,"CC(=O)C1=CC(CCO)=C(OC2OC(CO)C(O)C(O)C2O)C=C1","1"
"HMDB0039334","Citrusin D","HMDB0039334","131752609",NA,"COC1=C(O)C=CC(\C=C/COC2OC(CO)C(O)C(O)C2O)=C1","1"
"HMDB0040663","Veranisatin A","HMDB0040663","127870",NA,"COCC1(O)C2CC3(C(C)CCC3(O)C11COC1=O)C(O)C(=O)O2","1"
"HMDB0041273","Myzodendrone","HMDB0041273","22376358",NA,"CC(=O)CCC1=CC(OC2OC(CO)C(O)C(O)C2O)=C(O)C=C1","1"
"HMDB0135749","NA","NA","NA","NA","NA","0"
"CHEBI:16220","NA","NA","NA","NA","NA","0"
"HMDB0002277","2,3-Dinor-6-keto-prostaglandin F1 a","HMDB0002277","53477747",NA,"CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1CC(=O)CCC(O)=O","1"
"HMDB0002904","2,3-Dinor-TXB2","HMDB0002904","5283138",NA,"CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CC(O)=O","1"
"HMDB0038940","(-)-11-Hydroxy-9,15,16-trioxooctadecanoic acid","HMDB0038940","131752496",NA,"CCC(=O)C(=O)CCCC(O)CC(=O)CCCCCCCC(O)=O","1"
"HMDB0061154","Monic acid","HMDB0061154","131770055",NA,"[H][C@]1(O[C@H]1CC1CC[C@@H](C\C(C)=C\C(O)=O)[C@H](O)[C@@H]1O)[C@@H](C)C(C)O","1"
"HMDB0062618","2,3-dinor-6-oxoprostaglandin F1alpha","HMDB0062618","5283084",NA,"[H]\C(=C(\[H])[C@@]1([H])[C@]([H])(O)C[C@]([H])(O)[C@]1([H])CC(=O)CCC(O)=O)[C@@]([H])(O)CCCCC","1"
"CHEBI:73944","NA","NA","NA","NA","NA","0"
"CHEBI:89991","NA","NA","NA","NA","NA","0"
"HMDB0031923","10,20-Dihydroxyeicosanoic acid","HMDB0031923","14259007",NA,"OCCCCCCCCCCC(O)CCCCCCCCC(O)=O","1"
"HMDB0072846","NA","NA","NA","NA","NA","0"
"HMDB0072848","NA","NA","NA","NA","NA","0"
"HMDB0072851","NA","NA","NA","NA","NA","0"
"HMDB0072852","NA","NA","NA","NA","NA","0"
"HMDB0072856","NA","NA","NA","NA","NA","0"
"HMDB0072875","NA","NA","NA","NA","NA","0"
"CHEBI:48925","NA","NA","NA","NA","NA","0"
"CHEBI:48936","NA","NA","NA","NA","NA","0"
"CHEBI:79252","NA","NA","NA","NA","NA","0"
"CHEBI:79292","NA","NA","NA","NA","NA","0"
"C01699","NA","NA","NA","NA","NA","0"
"C09059","NA","NA","NA","NA","NA","0"
"C09062","NA","NA","NA","NA","NA","0"
"C09104","NA","NA","NA","NA","NA","0"
"C09174","NA","NA","NA","NA","NA","0"
"C09190","NA","NA","NA","NA","NA","0"
"C09385","NA","NA","NA","NA","NA","0"
"C09512","NA","NA","NA","NA","NA","0"
"C09547","NA","NA","NA","NA","NA","0"
"C11855","NA","NA","NA","NA","NA","0"
"C11856","NA","NA","NA","NA","NA","0"
"C11869","NA","NA","NA","NA","NA","0"
"HMDB0003559","Gibberellin A3","HMDB0003559","6466","C01699","[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O","1"
"HMDB0031365","Gibberellin A94","HMDB0031365","85087490",NA,"[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@H]4O[C@H]4[C@@H](O)[C@@]21OC3=O","1"
"HMDB0033290","Junosmarin","HMDB0033290","14055878",NA,"CC(C)CC(=O)OC1C(O)C2=C(OC1(C)C)C=CC1=C2OC(=O)C=C1","1"
"HMDB0035609","Gibberellin A68","HMDB0035609","14605557",NA,"[H][C@@]12CC[C@@H]3C[C@]1([C@H](O)C3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O","1"
"HMDB0036423","Cynaropicrin","HMDB0036423","181128","C09547","OCC(=C)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C2OC(=O)C(=C)C12","1"
"HMDB0036677","Strigol","HMDB0036677","6391814","C09190","CC1=CC(O\C=C2/C3CC4=C(C3OC2=O)C(C)(C)CCC4O)OC1=O","1"
"HMDB0036779","Diosbulbin E","HMDB0036779","61204",NA,"CC12CC(OC(=O)C1CC(O)C1C3CC(CC21)OC3=O)C1=COC=C1","1"
"HMDB0036782","Diosbulbin G","HMDB0036782","329252",NA,"CC12CC(OC(=O)C1CC1OC(=O)C3CC(O)CC2C13)C1=COC=C1","1"
"HMDB0036891","Gibberellin A22","HMDB0036891","101603107",NA,"[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(CO)C=CC[C@@]21OC3=O","1"
"HMDB0036892","Gibberellin A80","HMDB0036892","101618976",NA,"[H][C@]12[C@H](C(O)=O)[C@@]34C[C@@H](C[C@H](O)[C@@]3([H])[C@@]11OC(=O)[C@]2(C)[C@@H](O)C=C1)C(=C)C4","1"
"HMDB0038314","Gibberellin A126","HMDB0038314","101135489",NA,"[H][C@@]12C[C@H](O)[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)CC=C[C@@]21OC3=O","1"
"HMDB0040309","8-Hydroxy-3',4',5',7-tetramethoxyflavan","HMDB0040309","75072282",NA,"COC1=CC(=CC(OC)=C1OC)C1CCC2=C(O1)C(O)=C(OC)C=C2","1"
"HMDB0040310","5'-Hydroxy-3',4',7,8-tetramethoxyflavan","HMDB0040310","75072281",NA,"COC1=CC(=CC(O)=C1OC)C1CCC2=C(O1)C(OC)=C(OC)C=C2","1"
"HMDB0040648","Gibberellin A92","HMDB0040648","101675237",NA,"[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)C=C[C@@H](O)[C@@]21OC3=O","1"
"HMDB0041372","Alectrol","HMDB0041372","131753126","C09059","CC1=CC(O\C=C2\C3C=C4CCCC(C)(C)C4(O)C3OC2=O)OC1=O","1"
"CHEBI:28833","NA","NA","NA","NA","NA","0"
"CHEBI:29602","NA","NA","NA","NA","NA","0"
"CHEBI:70194","NA","NA","NA","NA","NA","0"
"CHEBI:70197","NA","NA","NA","NA","NA","0"
"CHEBI:70198","NA","NA","NA","NA","NA","0"
"CHEBI:9290","NA","NA","NA","NA","NA","0"
"HMDB0033222","(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside","HMDB0033222","85160606",NA,"CC1(CO)C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(C2)C1=O","1"
